id,normalized_key,lemma_ru,lemma_en,category,approved_form,declension_notes,italic_required,diacritics_policy,capitalization_notes,variants_found,preferred_source,source_examples,editor_decision,status,notes,conflict_flag,conflict_variants,conflict_sources,review_priority,suggested_action,decision,approved_form_override,category_override,italic_required_override,diacritics_policy_override,merge_into,review_notes
term-01694,ардхам,ардхам,,place_name,ардхам,,yes,no_diacritics_in_prose,,ардхам [2],vedabase_ru,vedabase_ru:index.html:ардхам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-02102,аушадхам,аушадхам,,place_name,аушадхам,,yes,no_diacritics_in_prose,,аушадхам [3],vedabase_ru,vedabase_ru:index.html:аушадхам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-02404,баддхами,баддхами,,place_name,баддхами,,yes,no_diacritics_in_prose,,баддхами [1],vedabase_ru,vedabase_ru:index.html:баддхами,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-02485,бандхам,бандхам,,place_name,бандхам,,yes,no_diacritics_in_prose,,бандхам [4],vedabase_ru,vedabase_ru:index.html:бандхам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-02516,бауддхам,бауддхам,,place_name,бауддхам,,yes,no_diacritics_in_prose,,бауддхам [2],vedabase_ru,vedabase_ru:index.html:бауддхам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-02662,брахмананда пури,Брахмананда Пури,,place_name,Брахмананда Пури,,yes,no_diacritics_in_prose,,Брахмананда Пури [2],vedabase_ru,vedabase_ru:index.html:Брахмананда Пури,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-02769,будхами,будхами,,place_name,будхами,,yes,no_diacritics_in_prose,,будхами [2],vedabase_ru,vedabase_ru:index.html:будхами,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-02775,буриганга,Буриганга,,place_name,Буриганга,,no,no_diacritics_in_prose,,Буриганга [1],bvks_ru,"bvks_ru:Shri_Bkhaktisiddkhanta_Vaybkhava_Tom1.docx:Буриганга – река, протекающая около Дакки",,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-02966,бхакта̄дхама,бхакта̄дхама,,place_name,бхакта̄дхама,,yes,needs_review,,бхакта̄дхама [1],vedabase_ru,vedabase_ru:index.html:бхакта̄дхама,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-03995,вивр̣ддхам,вивр̣ддхам,,place_name,вивр̣ддхам,,yes,needs_review,,вивр̣ддхам [2],vedabase_ru,vedabase_ru:index.html:вивр̣ддхам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04023,видадха̄ми,видадха̄ми,,place_name,видадха̄ми,,yes,needs_review,,видадха̄ми [2],vedabase_ru,vedabase_ru:index.html:видадха̄ми,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04045,виддхам,виддхам,,place_name,виддхам,,yes,no_diacritics_in_prose,,виддхам [2],vedabase_ru,vedabase_ru:index.html:виддхам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04101,видхам,видхам,,place_name,видхам,,yes,no_diacritics_in_prose,,видхам [16],vedabase_ru,vedabase_ru:index.html:видхам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04102,видхамишйанти,видхамишйанти,,place_name,видхамишйанти,,yes,no_diacritics_in_prose,,видхамишйанти [1],vedabase_ru,vedabase_ru:index.html:видхамишйанти,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
